aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,지역코드,계약일,평단가_만원
105,삼환,11530-80,0470,0000,1995,개인,,,57000,24,2,2026,중개거래,서울 구로구,59.4,11,470,1,N,26.04.27,남부순환로95길,00054,00000,4148300,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-24,3172.0
101,구로두산,11530-9,1265,0000,1998,개인,,,49000,24,2,2026,중개거래,서울 구로구,44.64,1,1265,1,N,26.04.21,도림로,00059,00000,3116010,01,11530,0,11530,개인,10200,구로동,11530,2026-02-24,3629.0
117,한마을,11530-89,0476,0000,1999,개인,,,96000,24,2,2026,중개거래,서울 구로구,84.57,16,476,1,N,26.04.28,경인로,00382,00000,3000028,04,11530,0,11530,개인,10700,개봉동,11530,2026-02-24,3753.0
113,삼성래미안,11530-171,0256,0001,2004,개인,,,93000,21,2,2026,중개거래,서울 구로구,78.665,2,256-1,1,N,26.04.27,디지털로31길,00090,00000,4148335,01,11530,0,11530,개인,10200,구로동,11530,2026-02-21,3908.0
102,영화,11530-84,0475,0000,1998,개인,,,77800,24,2,2026,중개거래,서울 구로구,84.96,13,475,1,N,26.05.06,경인로40길,00011,00000,4148098,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-24,3027.0
501동,한양수자인에듀힐즈,11530-4373,0241,0000,2019,개인,,,82000,24,2,2026,중개거래,서울 구로구,84.9591,3,241,1,N,26.05.19,항동로,00042,00000,3352227,00,11530,0,11530,개인,11200,항동,11530,2026-02-24,3191.0
201,개봉동상우,11530-236,0487,0000,2005,개인,,,59500,24,2,2026,중개거래,서울 구로구,67.96,16,487,1,N,26.05.22,남부순환로97길,00074,00000,4148301,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-24,2894.0
101,삼호,11530-79,0471,0000,1996,개인,,,68500,24,2,2026,중개거래,서울 구로구,84.88,13,471,1,N,26.04.30,남부순환로95길,00016,00000,4148300,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-24,2668.0
102,현대홈타운아파트,11530-136,0641,0000,1999,개인,,,98000,14,2,2026,중개거래,서울 구로구,59.73,2,641,1,N,26.04.24,신도림로19길,00016,00000,4148400,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-14,5424.0
,금호,11530-3,0049,0000,1997,개인,,,49000,14,2,2026,중개거래,서울 구로구,59.96,17,49,1,N,26.04.17,공원로,00026,00000,3116004,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,2702.0
107,고척파크푸르지오,11530-3373,0339,0000,2009,개인,,,104000,21,2,2026,중개거래,서울 구로구,59.89,6,339,1,N,26.05.15,중앙로,00121,00000,3005068,01,11530,0,11530,개인,10600,고척동,11530,2026-02-21,5741.0
201,현대연예인,11530-39,0685,0070,1989,개인,,,74000,24,2,2026,중개거래,서울 구로구,84.91,11,685-70,1,N,26.04.30,구일로4길,00046,00000,4148291,01,11530,0,11530,개인,10200,구로동,11530,2026-02-24,2881.0
202,신도림2차푸르지오,11530-3343,0338,0000,2008,개인,,,127000,14,2,2026,중개거래,서울 구로구,84.62,16,338,1,N,26.04.24,경인로67길,00023,00000,4148120,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-14,4961.0
1101,대림e-편한세상4,11530-163,0646,0000,2003,개인,,,210000,24,2,2026,중개거래,서울 구로구,117.74,23,646,1,N,26.04.29,경인로65길,00016,00015,4148117,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-24,5896.0
302,구로현대,11530-138,1256,0000,1992,개인,,,85000,9,2,2026,중개거래,서울 구로구,84.57,5,1256,1,N,26.05.15,디지털로,00319,00000,3000026,01,11530,0,11530,개인,10200,구로동,11530,2026-02-09,3323.0
305,구로현대,11530-138,1256,0000,1992,개인,,,65500,9,2,2026,중개거래,서울 구로구,63.98,1,1256,1,N,26.03.20,디지털로,00319,00000,3000026,01,11530,0,11530,개인,10200,구로동,11530,2026-02-09,3384.0
105,중앙하이츠(1269),11530-31,1269,0000,2001,개인,,,78000,13,2,2026,중개거래,서울 구로구,82.3019,22,1269,1,N,26.05.06,구로동로47길,00024,00000,4148235,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,3133.0
107,삼성래미안,11530-171,0256,0001,2004,개인,,,93800,20,2,2026,중개거래,서울 구로구,78.665,17,256-1,1,N,26.05.06,디지털로31길,00090,00000,4148335,01,11530,0,11530,개인,10200,구로동,11530,2026-02-20,3942.0
,하나세인스톤1차,11530-3438,0110,0008,2011,개인,,,15500,24,2,2026,중개거래,"경기 포천시, 서울 구로구",21.7256,18,110-8,1,N,26.03.13,구로중앙로28다길,00016,00000,4148269,01,11530,0,11530,개인,10200,구로동,11530,2026-02-24,2359.0
1,미성,11530-133,0290,0000,1987,개인,,,72000,7,2,2026,중개거래,서울 강서구,52.45,13,290,1,N,26.03.19,신도림로11가길,00036,00000,4148391,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-07,4538.0
203,대림2,11530-128,0642,0000,2001,개인,,,119900,13,2,2026,중개거래,서울 구로구,59.82,5,642,1,N,26.04.17,신도림로,00016,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-13,6626.0
아파트,디큐브시티,11530-3480,0692,0000,2011,개인,,,149000,14,2,2026,중개거래,서울 구로구,84.96,32,692,1,N,26.04.30,경인로,00662,00000,3000028,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-14,5798.0
102동,항동중흥에스클래스베르데카운티,11530-4392,0236,0000,2019,개인,,,83900,23,2,2026,중개거래,서울 구로구,84.9908,17,236,1,N,26.04.22,연동로,00233,00000,3000021,00,11530,0,11530,개인,11200,항동,11530,2026-02-23,3263.0
211,현대홈타운,11530-92,0480,0000,2001,개인,,,76000,23,2,2026,중개거래,서울 구로구,59.49,3,480,1,N,26.05.08,개봉로20길,00158,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-23,4223.0
303,동아3,11530-132,0645,0000,2000,개인,,,140000,23,2,2026,중개거래,서울 구로구,60.0,18,645,1,N,26.04.29,신도림로,00078,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-23,7714.0
1,현대,11530-36,0074,0030,1988,개인,,,55000,23,2,2026,중개거래,서울 구로구,56.49,6,74-30,1,N,26.03.24,구로중앙로18길,00068,00000,4148251,01,11530,0,11530,개인,10200,구로동,11530,2026-02-23,3219.0
2,우방,11530-22,0642,0046,1993,개인,,,65500,23,2,2026,중개거래,서울 구로구,84.9,12,642-46,1,N,26.06.18,구일로,00154,00017,3116006,01,11530,0,11530,개인,10200,구로동,11530,2026-02-23,2550.0
에이,구로에스케이뷰,11530-3229,0567,0004,2006,개인,,,80000,23,2,2026,중개거래,서울 구로구,84.999,21,567-4,1,N,26.04.10,새말로,00025,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-23,3111.0
,뉴홍현솔레디움,11530-44,1270,0000,2002,개인,,,66500,13,2,2026,중개거래,"서울 구로구, 서울 도봉구",84.69,7,1270,1,N,26.04.16,구로동로42길,00077,00000,4148232,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,2596.0
103,삼천리,11530-105,0340,0000,1998,개인,,,66400,13,2,2026,중개거래,"경기 부천시 원미구, 서울 구로구",84.75,21,340,1,N,26.05.26,경인로8길,00075,00000,4148123,01,11530,0,11530,개인,10800,오류동,11530,2026-02-13,2590.0
103,개봉동현대아이파크,11530-3213,0489,0000,2006,개인,,,87500,21,2,2026,중개거래,서울 구로구,59.99,16,489,1,N,26.04.20,개봉로2길,00133,00015,4148053,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-21,4822.0
104,신도림태영타운,11530-17,1267,0000,2000,개인,,,115000,11,2,2026,중개거래,"서울 구로구, 서울 금천구",59.88,3,1267,1,N,26.05.27,새말로,00093,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-11,6349.0
현대 썬앤빌 구로,썬앤빌,11530-3799,0034,0013,2014,개인,,,8000,23,2,2026,직거래,,14.064,9,34-13,1,N,26.02.23,경인로19가길,00040,00000,4148073,00,11530,,11530,개인,10800,오류동,11530,2026-02-23,1880.0
109,주공1,11530-29,0685,0222,1986,개인,,,97500,23,2,2026,중개거래,서울 구로구,73.68,6,685-222,1,N,26.05.08,구일로4길,00065,00000,4148291,01,11530,0,11530,개인,10200,구로동,11530,2026-02-23,4375.0
,동도센트리움(70-12),11530-96,0070,0012,2002,개인,,,57000,23,2,2026,중개거래,서울 구로구,116.276,15,70-12,1,N,26.06.02,고척로22길,00084,00000,4148141,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-23,1621.0
,다솜금호,11530-4,0043,0004,1995,개인,,,66000,19,2,2026,중개거래,서울 구로구,84.95,20,43-4,1,N,26.05.04,새말로16길,00070,00000,4148368,01,11530,0,11530,개인,10200,구로동,11530,2026-02-19,2568.0
109,주공1,11530-29,0685,0222,1986,개인,,,98000,23,2,2026,중개거래,서울 구로구,73.68,6,685-222,1,N,26.04.24,구일로4길,00065,00000,4148291,01,11530,0,11530,개인,10200,구로동,11530,2026-02-23,4397.0
101,금강,11530-98,0335,0000,1996,개인,,,37000,7,2,2026,중개거래,서울 구로구,59.28,15,335,1,N,26.04.07,서해안로34가길,00018,00000,4148385,02,11530,0,11530,개인,10800,오류동,11530,2026-02-07,2063.0
1,신구로자이,11530-3269,0501,0000,2007,개인,,,120000,22,2,2026,중개거래,서울 구로구,133.78,23,501,1,N,26.04.28,구로중앙로,00134,00000,3116005,02,11530,0,11530,개인,10200,구로동,11530,2026-02-22,2965.0
111,대우,11530-51,0296,0000,1999,개인,,,71500,23,2,2026,중개거래,서울 구로구,59.94,17,296,1,N,26.05.06,고척로52길,00053,00000,4148179,00,11530,0,11530,개인,10600,고척동,11530,2026-02-23,3943.0
108,대우,11530-51,0296,0000,1999,개인,,,63000,20,2,2026,중개거래,서울 구로구,59.96,16,296,1,N,26.05.08,고척로52길,00048,00000,4148179,01,11530,0,11530,개인,10600,고척동,11530,2026-02-20,3473.0
,이좋은집,11530-3146,0046,0001,2005,개인,,,19000,19,2,2026,중개거래,서울 구로구,36.69,2,46-1,1,N,26.04.24,경인로20나길,00030,00000,4148077,01,11530,0,11530,개인,10800,오류동,11530,2026-02-19,1712.0
6,미성,11530-133,0290,0000,1987,개인,,,96500,10,2,2026,중개거래,서울 구로구,83.67,7,290,1,N,26.06.02,신도림로11가길,00036,00000,4148391,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-10,3813.0
포스시티,포스시티,11530-3818,0051,0031,2014,개인,,,9600,22,2,2026,중개거래,서울 구로구,17.75,13,51-31,1,N,26.04.24,경인로20길,00006,00000,4148076,01,11530,0,11530,개인,10800,오류동,11530,2026-02-22,1788.0
206,현대홈타운,11530-92,0480,0000,2001,개인,,,89500,23,2,2026,중개거래,서울 구로구,115.0,5,480,1,N,26.04.23,개봉로20길,00158,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-23,2573.0
101,삼호,11530-79,0471,0000,1996,개인,,,70300,19,2,2026,중개거래,서울 구로구,84.88,21,471,1,N,26.04.24,남부순환로95길,00016,00000,4148300,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-19,2738.0
109,신도림롯데아파트,11530-11,1263,0000,1999,개인,,,111000,8,2,2026,중개거래,서울 구로구,131.3,7,1263,1,N,26.05.29,새말로,00031,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-08,2795.0
,청실,11530-88,0175,0008,1987,개인,,,52000,14,2,2026,중개거래,서울 구로구,64.56,5,175-8,1,N,26.04.17,경인로40길,00025,00000,4148098,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-14,2663.0
304,구로현대,11530-138,1256,0000,1992,개인,,,60000,3,2,2026,중개거래,서울 구로구,56.49,11,1256,1,N,26.04.07,디지털로,00319,00000,3000026,01,11530,0,11530,개인,10200,구로동,11530,2026-02-03,3511.0
102동,항동중흥에스클래스베르데카운티,11530-4392,0236,0000,2019,개인,,,84000,20,2,2026,중개거래,"서울 구로구, 서울 양천구",84.9416,4,236,1,N,26.04.17,연동로,00233,00000,3000021,00,11530,0,11530,개인,11200,항동,11530,2026-02-20,3269.0
204,대림2,11530-128,0642,0000,2001,개인,,,122500,21,2,2026,중개거래,서울 구로구,59.88,3,642,1,N,26.06.08,신도림로,00016,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-21,6763.0
107,동아1,11530-130,0643,0000,1999,개인,,,146000,21,2,2026,중개거래,서울 구로구,84.908,25,643,1,N,26.05.15,신도림로,00087,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-21,5684.0
113,현대,11530-91,0481,0000,2001,개인,,,73100,21,2,2026,중개거래,서울 구로구,59.94,1,481,1,N,26.05.29,개봉로20길,00006,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-21,4032.0
101,삼호,11530-79,0471,0000,1996,개인,,,67000,21,2,2026,중개거래,서울 구로구,84.88,21,471,1,N,26.05.07,남부순환로95길,00016,00000,4148300,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-21,2609.0
102,천왕연지타운1단지,11530-3757,0280,0000,2013,개인,,,76000,2,2,2026,중개거래,서울 구로구,84.99,1,280,1,N,26.04.30,오류로,00030,00000,3116009,01,11530,0,11530,개인,11100,천왕동,11530,2026-02-02,2956.0
114,현대,11530-91,0481,0000,2001,개인,,,91000,21,2,2026,중개거래,서울 구로구,84.99,16,481,1,N,26.04.29,개봉로20길,00006,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-21,3540.0
205,벽산,11530-69,0334,0000,2003,개인,,,100000,21,2,2026,중개거래,서울 구로구,84.878,9,334,1,N,26.04.30,경인로,00390,00000,3000028,03,11530,0,11530,개인,10600,고척동,11530,2026-02-21,3895.0
102,중앙하이츠(1269),11530-31,1269,0000,2001,개인,,,75000,21,2,2026,중개거래,서울 구로구,66.1665,13,1269,1,N,26.06.05,구로동로47길,00024,00000,4148235,01,11530,0,11530,개인,10200,구로동,11530,2026-02-21,3747.0
129,현대,11530-91,0481,0000,2001,개인,,,84000,20,2,2026,중개거래,서울 구로구,59.94,10,481,1,N,26.04.29,개봉로20길,00006,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-20,4633.0
109,대우,11530-51,0296,0000,1999,개인,,,64000,20,2,2026,중개거래,서울 구로구,59.96,9,296,1,N,26.04.30,고척로52길,00053,00000,4148179,00,11530,0,11530,개인,10600,고척동,11530,2026-02-20,3529.0
,덕영드림,11530-3270,1282,0000,2006,개인,,,65000,10,2,2026,중개거래,서울 구로구,70.17,10,1282,1,N,26.03.31,구로중앙로34길,00017,00000,4148277,01,11530,0,11530,개인,10200,구로동,11530,2026-02-10,3062.0
,율포그레이스빌,11530-94,0483,0000,2002,개인,,,59000,5,2,2026,직거래,,84.78,9,483,1,N,26.04.07,남부순환로95길,00042,00015,4148300,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-05,2301.0
105,신도림태영타운,11530-17,1267,0000,2000,개인,,,130000,13,2,2026,중개거래,서울 구로구,84.87,11,1267,1,N,26.04.30,새말로,00093,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-13,5064.0
102,상우,11530-81,0473,0000,1997,개인,,,51000,20,2,2026,중개거래,서울 구로구,59.4,4,473,1,N,26.04.23,남부순환로97길,00050,00000,4148301,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-20,2838.0
105,대림2,11530-128,0642,0000,2001,개인,,,125000,13,2,2026,중개거래,서울 영등포구,84.95,4,642,1,N,26.04.08,신도림로,00016,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-13,4864.0
110,한진,11530-90,0478,0000,2000,개인,,,70500,20,2,2026,중개거래,서울 구로구,84.96,7,478,1,N,26.05.06,개봉로3길,00087,00000,4148055,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-20,2743.0
102,우리유앤미,11530-175,1277,0000,2004,개인,,,60500,11,2,2026,중개거래,서울 구로구,84.71,3,1277,1,N,26.05.07,구로동로43길,00010,00000,4148233,01,11530,0,11530,개인,10200,구로동,11530,2026-02-11,2361.0
,미성빌라트,11530-493,0780,0015,1995,개인,,,25000,12,2,2026,중개거래,서울 관악구,48.04,5,780-15,1,N,26.03.30,도림로12길,00015,00011,4148304,01,11530,0,11530,개인,10200,구로동,11530,2026-02-12,1720.0
103,중앙하이츠(1269),11530-31,1269,0000,2001,개인,,,80000,12,2,2026,중개거래,서울 구로구,82.3019,22,1269,1,N,26.05.15,구로동로47길,00024,00000,4148235,01,11530,0,11530,개인,10200,구로동,11530,2026-02-12,3213.0
2,현대,11530-36,0074,0030,1988,개인,,,69500,19,2,2026,중개거래,서울 구로구,72.33,13,74-30,1,N,26.05.28,구로중앙로18길,00068,00000,4148251,01,11530,0,11530,개인,10200,구로동,11530,2026-02-19,3176.0
101,신성은하수,11530-134,0640,0000,1997,개인,,,86000,20,2,2026,중개거래,서울 구로구,59.88,13,640,1,N,26.05.08,경인로66길,00005,00000,4148118,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-20,4748.0
109,구로두산위브,11530-3249,1278,0000,2006,개인,,,50000,12,2,2026,중개거래,서울 구로구,36.88,2,1278,1,N,26.04.30,디지털로31길,00085,00000,4148335,01,11530,0,11530,개인,10200,구로동,11530,2026-02-12,4482.0
1,보광,11530-13,0440,0000,1984,개인,,,84300,10,2,2026,중개거래,서울 구로구,83.97,3,440,1,N,26.03.30,가마산로,00231,00000,3000023,01,11530,0,11530,개인,10200,구로동,11530,2026-02-10,3319.0
106,구로두산위브,11530-3249,1278,0000,2006,개인,,,50900,19,2,2026,중개거래,서울 구로구,36.88,7,1278,1,N,26.05.29,디지털로31길,00085,00000,4148335,01,11530,0,11530,개인,10200,구로동,11530,2026-02-19,4563.0
102,신도림태영타운,11530-17,1267,0000,2000,개인,,,138000,19,2,2026,중개거래,서울 구로구,84.87,12,1267,1,N,26.04.28,새말로,00093,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-19,5375.0
1,오류동휘버스,11530-3224,0031,0004,2006,개인,,,59000,19,2,2026,중개거래,서울 구로구,142.05,11,31-4,1,N,26.04.03,고척로18길,00077,00000,4148130,02,11530,0,11530,개인,10800,오류동,11530,2026-02-19,1373.0
103,영풍마드레빌,11530-115,0342,0000,2002,개인,,,65000,7,2,2026,중개거래,서울 구로구,59.819,22,342,1,N,26.03.27,경인로8길,00064,00000,4148123,01,11530,0,11530,개인,10800,오류동,11530,2026-02-07,3592.0
101,구로두산,11530-9,1265,0000,1998,개인,,,49500,9,2,2026,중개거래,"서울 구로구, 서울 마포구",44.64,3,1265,1,N,26.06.04,도림로,00059,00000,3116010,01,11530,0,11530,개인,10200,구로동,11530,2026-02-09,3666.0
203,현대연예인,11530-39,0685,0070,1989,개인,,,59000,5,2,2026,중개거래,서울 구로구,54.86,9,685-70,1,N,26.04.24,구일로4길,00046,00000,4148291,01,11530,0,11530,개인,10200,구로동,11530,2026-02-05,3555.0
506,대림1,11530-127,0642,0000,1999,개인,,,115000,19,2,2026,중개거래,서울 구로구,59.88,1,642,1,N,26.04.07,신도림로,00016,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-19,6349.0
101,경남1,11530-48,0325,0000,1998,개인,,,53000,19,2,2026,중개거래,서울 구로구,59.98,9,325,1,N,26.04.29,경인로47길,00150,00000,4148103,01,11530,0,11530,개인,10600,고척동,11530,2026-02-19,2921.0
505,대림1,11530-127,0642,0000,1999,개인,,,125000,19,2,2026,중개거래,서울 구로구,59.9,27,642,1,N,26.04.28,신도림로,00016,00000,3116008,01,11530,0,11530,개인,10100,신도림동,11530,2026-02-19,6899.0
102,온수힐스테이트,11530-3391,0155,0000,2010,개인,,,69500,19,2,2026,중개거래,서울 구로구,59.98,6,155,1,N,26.05.15,부일로9길,00127,00000,4148366,02,11530,0,11530,개인,11000,온수동,11530,2026-02-19,3830.0
107,온수힐스테이트,11530-3391,0155,0000,2010,개인,,,90000,11,2,2026,중개거래,서울 구로구,121.28,9,155,1,N,26.04.17,부일로9길,00127,00000,4148366,02,11530,0,11530,개인,11000,온수동,11530,2026-02-11,2453.0
2,한신,11530-35,0642,0009,1988,개인,,,48500,13,2,2026,중개거래,서울 구로구,45.563,9,642-9,1,N,26.04.29,구일로8길,00063,00000,4148292,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,3519.0
104,고척월드메르디앙,11530-3459,0343,0000,2011,개인,,,80000,19,2,2026,중개거래,서울 구로구,84.93,5,343,1,N,26.03.10,중앙로8길,00011,00000,4148469,01,11530,0,11530,개인,10600,고척동,11530,2026-02-19,3114.0
103,벽산베스트블루밍,11530-3437,0342,0000,2010,개인,,,89000,11,2,2026,중개거래,"서울 구로구, 서울 양천구",84.876,4,342,1,N,26.05.20,고척로60길,00030,00000,4148186,01,11530,0,11530,개인,10600,고척동,11530,2026-02-11,3466.0
204,현대연예인,11530-39,0685,0070,1989,개인,,,65000,9,2,2026,중개거래,서울 구로구,74.66,8,685-70,1,N,26.03.18,구일로4길,00046,00000,4148291,01,11530,0,11530,개인,10200,구로동,11530,2026-02-09,2878.0
105,중앙하이츠(1269),11530-31,1269,0000,2001,개인,,,83000,14,2,2026,중개거래,"서울 구로구, 서울 송파구",82.3019,16,1269,1,N,26.05.26,구로동로47길,00024,00000,4148235,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,3334.0
1,비즈트위트블루,11530-3660,0107,0004,2012,개인,,,10000,7,2,2026,중개거래,서울 구로구,16.04,8,107-4,1,N,26.04.06,공원로,00015,00012,3116004,01,11530,0,11530,개인,10200,구로동,11530,2026-02-07,2061.0
105,한진,11530-90,0478,0000,2000,개인,,,67250,2,2,2026,중개거래,서울 구로구,84.96,20,478,1,N,26.03.20,개봉로3길,00087,00000,4148055,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-02,2617.0
2,한신,11530-35,0642,0009,1988,개인,,,37000,11,2,2026,중개거래,서울 구로구,35.277,14,642-9,1,N,26.04.28,구일로8길,00063,00000,4148292,01,11530,0,11530,개인,10200,구로동,11530,2026-02-11,3467.0
131,현대,11530-91,0481,0000,2001,개인,,,82800,3,2,2026,중개거래,서울 구로구,84.99,2,481,1,N,26.03.31,개봉로20길,00006,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-03,3221.0
1,한신,11530-35,0642,0009,1988,개인,,,48500,9,2,2026,중개거래,"서울 구로구, 서울 서초구",44.78,12,642-9,1,N,26.04.10,구일로8길,00063,00000,4148292,01,11530,0,11530,개인,10200,구로동,11530,2026-02-09,3580.0
,한양하이츠,11530-630,0799,0024,1996,개인,,,29000,13,2,2026,중개거래,서울 구로구,57.69,3,799-24,1,N,26.04.16,디지털로27길,00124,00018,4148329,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,1662.0
103,신도림태영타운,11530-17,1267,0000,2000,개인,,,134500,9,2,2026,중개거래,"서울 구로구, 서울 영등포구",84.87,6,1267,1,N,26.04.01,새말로,00093,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-09,5239.0
209,동부골든,11530-102,0338,0000,1998,개인,,,45000,14,2,2026,중개거래,서울 구로구,59.94,14,338,1,N,26.02.26,고척로,00049,00000,3116003,03,11530,0,11530,개인,10800,오류동,11530,2026-02-14,2482.0
101동,한일유앤아이,11530-3214,1281,0000,2006,개인,,,70000,14,2,2026,중개거래,서울 구로구,84.962,10,1281,1,N,26.05.06,가마산로,00087,00000,3000023,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,2724.0
204,구일우성,11530-1,1259,0000,1998,개인,,,87000,14,2,2026,중개거래,서울 구로구,114.47,10,1259,1,N,26.04.09,구일로2길,00060,00000,4148290,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,2512.0
201,구일우성,11530-1,1259,0000,1998,개인,,,54100,14,2,2026,중개거래,서울 구로구,59.44,3,1259,1,N,26.05.29,구일로2길,00060,00000,4148290,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,3009.0
103,개봉푸르지오,11530-3798,0492,0000,2014,개인,,,89500,14,2,2026,중개거래,서울 구로구,84.83,22,492,1,N,26.03.26,남부순환로,00775,00000,2000003,03,11530,0,11530,개인,10700,개봉동,11530,2026-02-14,3488.0
103,구로두산,11530-9,1265,0000,1998,개인,,,51700,13,2,2026,중개거래,서울 구로구,44.64,5,1265,1,N,26.04.16,도림로,00059,00000,3116010,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,3829.0
101,일신건영,11530-28,1261,0000,1998,개인,,,77200,14,2,2026,중개거래,서울 구로구,84.66,9,1261,1,N,26.04.27,새말로9길,00022,00000,4148375,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,3015.0
101,삼호,11530-79,0471,0000,1996,개인,,,69800,14,2,2026,중개거래,서울 구로구,84.88,11,471,1,N,26.04.29,남부순환로95길,00016,00000,4148300,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-14,2718.0
101,동선,11530-190,0345,0000,2004,개인,,,47500,14,2,2026,중개거래,서울 구로구,58.2159,18,345,1,N,26.05.11,경인로,00158,00000,3000028,05,11530,0,11530,개인,10800,오류동,11530,2026-02-14,2697.0
101,구로두산,11530-9,1265,0000,1998,개인,,,49500,13,2,2026,중개거래,서울 구로구,44.64,20,1265,1,N,26.05.28,도림로,00059,00000,3116010,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,3666.0
130,현대,11530-91,0481,0000,2001,개인,,,99000,14,2,2026,중개거래,"서울 강서구, 서울 구로구",114.99,8,481,1,N,26.05.20,개봉로20길,00006,00000,4148049,01,11530,0,11530,개인,10700,개봉동,11530,2026-02-14,2846.0
105,신도림롯데아파트,11530-11,1263,0000,1999,개인,,,104500,14,2,2026,중개거래,서울 구로구,84.93,6,1263,1,N,26.05.06,새말로,00031,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-14,4068.0
116,주공2,11530-137,0685,0223,1987,개인,,,68900,14,2,2026,중개거래,서울 구로구,41.3,5,685-223,1,N,26.04.07,구일로4길,00022,00000,4148291,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,5515.0
110,개봉푸르지오,11530-3798,0492,0000,2014,개인,,,90800,14,2,2026,중개거래,서울 구로구,84.94,24,492,1,N,26.05.04,남부순환로,00775,00000,2000003,03,11530,0,11530,개인,10700,개봉동,11530,2026-02-14,3534.0
107,구로두산위브,11530-3249,1278,0000,2006,개인,,,52900,14,2,2026,중개거래,서울 구로구,36.88,15,1278,1,N,26.03.19,디지털로31길,00085,00000,4148335,01,11530,0,11530,개인,10200,구로동,11530,2026-02-14,4742.0
102,신도림롯데아파트,11530-11,1263,0000,1999,개인,,,95000,14,2,2026,중개거래,서울 구로구,59.96,17,1263,1,N,26.04.28,새말로,00031,00000,3116007,02,11530,0,11530,개인,10200,구로동,11530,2026-02-14,5238.0
2,럭키,11530-10,1257,0000,1992,개인,,,52000,7,2,2026,중개거래,서울 구로구,56.11,1,1257,1,N,26.04.16,도림로,00107,00000,3116010,01,11530,0,11530,개인,10200,구로동,11530,2026-02-07,3064.0
101,현대상선,11530-38,0685,0147,1987,개인,,,67800,13,2,2026,중개거래,서울 구로구,79.98,15,685-147,1,N,26.05.14,구일로10길,00053,00000,4148289,01,11530,0,11530,개인,10200,구로동,11530,2026-02-13,2802.0
