aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,지역코드,계약일,평단가_만원
111,경남아너스빌(1356-0),11305-47,1356,0000,2003,개인,,,52000,14,10,2025,직거래,,114.922,2,1356,1,N,25.10.17,오패산로30길,00030,00000,4124400,01,11305,0,11305,개인,10100,미아동,11305,2025-10-14,1496.0
139,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,65500,15,10,2025,중개거래,서울 강북구,84.86,11,1353,1,N,25.11.20,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,2552.0
104,벽산라이브파크,11305-13,1354,0000,2004,개인,,,60200,15,10,2025,중개거래,서울 강북구,84.89,16,1354,1,N,25.11.14,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,2344.0
102,현대(190-2),11305-9,0190,0002,1992,개인,,,59000,1,10,2025,직거래,,84.91,1,190-2,1,N,25.10.31,도봉로68길,00026,00000,4124126,01,11305,0,11305,개인,10100,미아동,11305,2025-10-01,2297.0
122,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,79500,4,10,2025,중개거래,서울 강북구,59.6,18,813,1,N,26.01.08,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-04,4410.0
,두원프라자,11305-3,1351,0000,1996,개인,,,71700,3,10,2025,중개거래,서울 강북구,120.95,8,1351,1,N,26.02.06,도봉로,00157,00000,3005039,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,1960.0
,예도팔라티움,11305-5393,0223,0007,2020,개인,,,15500,14,10,2025,직거래,,13.47,10,223-7,1,N,25.10.16,노해로,00034,00000,3005047,00,11305,0,11305,개인,10300,수유동,11305,2025-10-14,3804.0
101,경남아너스빌(1356-0),11305-47,1356,0000,2003,개인,,,67000,15,10,2025,중개거래,서울 강북구,59.964,12,1356,1,N,25.12.12,오패산로30길,00030,00000,4124400,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3694.0
105,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,96500,15,10,2025,중개거래,서울 강북구,99.93,8,1369,1,N,26.01.09,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3192.0
106,주공1단지,11305-24,0242,0000,1991,개인,,,43000,15,10,2025,중개거래,서울 강북구,41.3,2,242,1,N,25.11.21,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-10-15,3442.0
101,미아동부센트레빌,11305-3667,0474,0000,2006,개인,,,85000,15,10,2025,중개거래,"서울 강북구, 서울 성북구",59.96,9,474,1,N,25.11.28,숭인로7가길,00037,00000,4124394,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,4686.0
103,미아동부센트레빌,11305-3667,0474,0000,2006,개인,,,84000,11,10,2025,중개거래,서울 강북구,59.96,6,474,1,N,25.12.23,숭인로7가길,00037,00000,4124394,01,11305,0,11305,개인,10100,미아동,11305,2025-10-11,4631.0
111,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,80500,15,10,2025,중개거래,서울 강북구,59.36,4,1369,1,N,26.01.27,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,4483.0
111,주공1단지,11305-24,0242,0000,1991,개인,,,42000,14,10,2025,중개거래,서울 강북구,41.3,2,242,1,N,26.01.28,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-10-14,3362.0
116,삼각산아이원,11305-46,1357,0000,2003,개인,,,73500,15,10,2025,중개거래,서울 강북구,84.705,25,1357,1,N,26.01.16,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,2869.0
107,주공1단지,11305-24,0242,0000,1991,개인,,,40800,14,10,2025,중개거래,서울 강북구,41.3,5,242,1,N,25.12.09,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-10-14,3266.0
112,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,87000,15,10,2025,중개거래,서울 강북구,84.97,11,813,1,N,26.02.26,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3385.0
104,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,74900,15,10,2025,중개거래,서울 강북구,59.6,7,813,1,N,26.01.30,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,4154.0
206,삼성래미안트리베라2단지,11305-4129,0812,0000,2010,개인,,,107700,15,10,2025,중개거래,서울 강북구,113.89,21,812,1,N,26.02.26,삼양로27길,00019,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3126.0
,벽산라이브파크,11305-13,1354,0000,2004,개인,,,57000,3,10,2025,중개거래,서울 강북구,59.67,18,1354,1,N,,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,3158.0
108,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,79000,15,10,2025,중개거래,서울 강북구,59.88,1,1369,1,N,26.01.23,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,4361.0
113,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,84200,15,10,2025,중개거래,"서울 강북구, 서울 동대문구",114.85,25,1353,1,N,26.02.02,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,2424.0
,에스케이북한산시티,11305-6,1353,0000,2004,개인,25.10.20,O,64000,15,10,2025,중개거래,서울 강북구,59.98,11,1353,1,N,,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3527.0
128,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,60000,15,10,2025,중개거래,서울 강북구,59.98,3,1353,1,N,25.12.22,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3307.0
106,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,99000,15,10,2025,중개거래,서울 강북구,99.93,11,1369,1,N,26.03.16,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3275.0
111,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,82000,13,10,2025,중개거래,서울 강북구,59.36,8,1369,1,N,25.12.10,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-10-13,4567.0
112,벽산라이브파크,11305-13,1354,0000,2004,개인,,,62000,4,10,2025,중개거래,"서울 강북구, 서울 성북구",114.68,1,1354,1,N,26.02.27,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-04,1787.0
104,삼각산아이원,11305-46,1357,0000,2003,개인,,,65000,15,10,2025,중개거래,서울 강북구,59.758,15,1357,1,N,26.01.09,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,3596.0
111,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,81800,14,10,2025,중개거래,서울 강북구,59.36,9,1369,1,N,26.02.06,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-10-14,4555.0
,대원쉐르빌(47-13),11305-5209,0047,0013,2017,개인,,,39000,14,10,2025,중개거래,서울 강북구,51.6,8,47-13,1,N,25.12.26,도봉로81길,00037,00000,4124137,00,11305,0,11305,개인,10300,수유동,11305,2025-10-14,2499.0
102,요진,11305-7,0152,0000,2005,개인,,,60000,1,10,2025,중개거래,서울 강북구,84.93,7,152,1,N,25.12.26,도봉로76길,00052,00000,4124134,01,11305,0,11305,개인,10100,미아동,11305,2025-10-01,2335.0
145,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,64000,11,10,2025,중개거래,"서울 강남구, 서울 성북구",84.86,13,1353,1,N,25.12.29,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-11,2493.0
113,삼각산아이원,11305-46,1357,0000,2003,개인,,,72000,15,10,2025,중개거래,서울 강북구,84.705,8,1357,1,N,25.10.23,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,2810.0
117,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,47600,15,10,2025,직거래,,84.76,14,1353,1,N,25.10.15,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-15,1856.0
106,미아한일유앤아이,11305-14,1355,0000,2002,개인,,,73000,14,10,2025,중개거래,서울 강북구,84.552,17,1355,1,N,26.01.30,월계로21가길,00041,00000,4124458,01,11305,0,11305,개인,10100,미아동,11305,2025-10-14,2854.0
103,미아동부센트레빌,11305-3667,0474,0000,2006,개인,,,72000,14,10,2025,중개거래,서울 강북구,59.96,1,474,1,N,25.12.09,숭인로7가길,00037,00000,4124394,01,11305,0,11305,개인,10100,미아동,11305,2025-10-14,3970.0
101,미아한일유앤아이,11305-14,1355,0000,2002,개인,,,67800,14,10,2025,중개거래,서울 강북구,84.552,8,1355,1,N,25.12.30,월계로21가길,00041,00000,4124458,01,11305,0,11305,개인,10100,미아동,11305,2025-10-14,2651.0
106,삼각산아이원,11305-46,1357,0000,2003,개인,,,64500,14,10,2025,중개거래,"서울 강북구, 서울 노원구",59.758,9,1357,1,N,26.01.16,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-14,3568.0
104,꿈의숲롯데캐슬,11305-5141,0004,0000,2017,개인,,,78700,13,10,2025,중개거래,서울 강북구,59.97,10,4,1,N,25.10.13,오현로,00056,00000,3108004,00,11305,,11305,개인,10100,미아동,11305,2025-10-13,4338.0
103,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,90500,10,10,2025,중개거래,"서울 강북구, 서울 성북구",84.97,4,813,1,N,26.01.08,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-10,3521.0
110,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,75000,13,10,2025,중개거래,서울 강북구,59.6,2,813,1,N,25.12.15,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-13,4160.0
106,미아한일유앤아이,11305-14,1355,0000,2002,개인,,,71000,11,10,2025,중개거래,서울 강북구,84.552,16,1355,1,N,26.01.05,월계로21가길,00041,00000,4124458,01,11305,0,11305,개인,10100,미아동,11305,2025-10-11,2776.0
,수유역하이씨티,11305-4704,0733,0000,2014,개인,,,8100,9,10,2025,중개거래,서울 강북구,12.19,10,733,1,N,25.10.13,도봉로71가길,00016,00000,4124129,01,11305,0,11305,개인,10300,수유동,11305,2025-10-09,2197.0
101,기산그린,11305-16,0191,0000,2000,개인,,,50500,11,10,2025,중개거래,"서울 강북구, 서울 성북구",84.94,4,191,1,N,25.11.14,월계로37길,00137,00000,4124462,01,11305,0,11305,개인,10200,번동,11305,2025-10-11,1965.0
142,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,65300,4,10,2025,중개거래,서울 강북구,59.98,23,1353,1,N,26.02.02,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-04,3599.0
101,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,75000,3,10,2025,중개거래,서울 강북구,84.71,10,1353,1,N,25.12.23,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,2927.0
114,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,63500,3,10,2025,중개거래,서울 강북구,59.98,21,1353,1,N,25.11.28,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,3500.0
1,수유벽산1차,11305-33,0205,0000,1993,개인,,,67700,10,10,2025,중개거래,서울 강북구,84.92,6,205,1,N,25.12.23,삼각산로,00143,00001,3108001,01,11305,0,11305,개인,10300,수유동,11305,2025-10-10,2635.0
403,주공4단지,11305-25,0234,0000,1991,개인,,,36000,2,10,2025,중개거래,서울 강북구,44.89,14,234,1,N,26.01.02,오현로,00207,00000,3108004,02,11305,0,11305,개인,10200,번동,11305,2025-10-02,2651.0
205,삼성래미안트리베라2단지,11305-4129,0812,0000,2010,개인,,,77500,9,10,2025,중개거래,서울 강북구,58.99,6,812,1,N,26.03.30,삼양로27길,00019,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-10-09,4343.0
112,삼각산아이원,11305-46,1357,0000,2003,개인,,,71500,9,10,2025,중개거래,서울 강북구,84.705,5,1357,1,N,25.12.26,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-09,2790.0
303,두산위브트레지움,11305-4255,0811,0000,2011,개인,,,100000,3,10,2025,중개거래,서울 강북구,114.88,9,811,1,N,25.12.30,삼양로27길,00080,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,2878.0
108,삼각산아이원,11305-46,1357,0000,2003,개인,,,69500,1,10,2025,중개거래,서울 강북구,84.705,10,1357,1,N,26.02.11,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-01,2712.0
106,꿈의숲롯데캐슬,11305-5141,0004,0000,2017,개인,,,87500,3,10,2025,중개거래,서울 강북구,84.98,7,4,1,N,25.11.07,오현로,00056,00000,3108004,00,11305,,11305,개인,10100,미아동,11305,2025-10-03,3404.0
116,벽산라이브파크,11305-13,1354,0000,2004,개인,,,61000,3,10,2025,중개거래,서울 강북구,60.0,15,1354,1,N,25.12.17,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,3361.0
118,삼각산아이원,11305-46,1357,0000,2003,개인,,,74800,3,10,2025,중개거래,서울 강북구,84.705,8,1357,1,N,26.01.28,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-10-03,2919.0
146,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,75000,2,10,2025,중개거래,서울 강북구,114.85,6,1353,1,N,25.12.03,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-10-02,2159.0
110,경남아너스빌(1356-0),11305-47,1356,0000,2003,개인,,,74800,1,10,2025,중개거래,서울 강북구,84.873,17,1356,1,N,25.10.31,오패산로30길,00030,00000,4124400,01,11305,0,11305,개인,10100,미아동,11305,2025-10-01,2913.0
,북서울자이폴라리스(1단지),11305-5707,1374,0000,2024,개인,,,99000,25,11,2025,중개거래,"서울 강동구, 서울 강북구",59.97,10,1374,1,N,,삼양로58길,00029,00000,4124269,01,11305,0,11305,개인,10100,미아동,11305,2025-11-25,5457.0
112,삼각산아이원,11305-46,1357,0000,2003,개인,,,69500,29,11,2025,중개거래,서울 강북구,84.705,7,1357,1,N,26.02.09,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,2712.0
113,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,78500,26,11,2025,중개거래,서울 강북구,59.6,8,813,1,N,26.02.09,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-26,4354.0
,예도팔라티움,11305-5393,0223,0007,2020,개인,,,15300,26,11,2025,중개거래,서울 강북구,12.99,11,223-7,1,N,25.12.22,노해로,00034,00000,3005047,00,11305,0,11305,개인,10300,수유동,11305,2025-11-26,3894.0
109,주공1단지,11305-24,0242,0000,1991,개인,,,67000,21,11,2025,중개거래,서울 성북구,79.07,13,242,1,N,26.01.30,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-11-21,2801.0
110,벽산라이브파크,11305-13,1354,0000,2004,개인,,,64700,28,11,2025,중개거래,서울 강북구,84.89,2,1354,1,N,26.01.09,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-28,2520.0
,삼각산아이원,11305-46,1357,0000,2003,개인,25.12.23,O,66000,26,11,2025,중개거래,서울 강북구,59.758,18,1357,1,N,,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-26,3651.0
112,주공1단지,11305-24,0242,0000,1991,개인,,,52200,29,11,2025,중개거래,서울 성북구,49.94,8,242,1,N,26.03.16,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-11-29,3455.0
103,오동공원현대,11305-22,0760,0000,2001,개인,,,59800,29,11,2025,중개거래,서울 강북구,84.4405,15,760,1,N,26.01.28,오현로31길,00089,00000,4124443,01,11305,0,11305,개인,10200,번동,11305,2025-11-29,2341.0
,수유아름채,11305-6578,0047,0023,2025,개인,,,24000,6,11,2025,직거래,,20.45,13,47-23,1,N,25.12.08,덕릉로,00069,00000,3000004,00,11305,0,11305,개인,10300,수유동,11305,2025-11-06,3880.0
112,주공1단지,11305-24,0242,0000,1991,개인,,,52500,29,11,2025,중개거래,"서울 강북구, 서울 성북구",49.94,14,242,1,N,26.01.30,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-11-29,3475.0
102,벽산라이브파크,11305-13,1354,0000,2004,개인,,,65500,19,11,2025,중개거래,서울 강북구,84.89,16,1354,1,N,26.01.23,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-19,2551.0
101,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,70900,29,11,2025,중개거래,서울 광진구,84.71,19,1353,1,N,26.01.28,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,2767.0
103,삼각산아이원,11305-46,1357,0000,2003,개인,,,70500,28,11,2025,중개거래,서울 강북구,84.705,7,1357,1,N,26.02.06,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-28,2751.0
109,벽산라이브파크,11305-13,1354,0000,2004,개인,,,55800,22,11,2025,중개거래,서울 강북구,59.67,23,1354,1,N,26.02.02,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-22,3091.0
102,벽산라이브파크,11305-13,1354,0000,2004,개인,,,66200,27,11,2025,중개거래,서울 강북구,84.89,22,1354,1,N,26.02.13,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-27,2578.0
145,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,67200,26,11,2025,중개거래,서울 강북구,84.71,5,1353,1,N,26.02.26,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-26,2622.0
,삼각산아이원,11305-46,1357,0000,2003,개인,25.12.20,O,69500,29,11,2025,중개거래,서울 강북구,84.705,7,1357,1,N,,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,2712.0
104,래미안트리베라1단지,11305-4123,0813,0000,2010,개인,,,78000,29,11,2025,중개거래,서울 강북구,59.6,8,813,1,N,26.02.20,삼양로19길,00025,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,4326.0
124,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,70950,29,11,2025,중개거래,서울 강북구,84.76,17,1353,1,N,26.02.03,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,2767.0
207,삼성래미안트리베라2단지,11305-4129,0812,0000,2010,개인,,,79300,29,11,2025,중개거래,서울 강북구,59.38,15,812,1,N,26.01.23,삼양로27길,00019,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,4415.0
116,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,69000,29,11,2025,중개거래,서울 강북구,84.92,1,1353,1,N,26.02.06,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,2686.0
128,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,62200,29,11,2025,중개거래,서울 강북구,59.98,9,1353,1,N,26.03.23,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,3428.0
115,삼각산아이원,11305-46,1357,0000,2003,개인,,,78700,29,11,2025,중개거래,서울 강북구,114.88,7,1357,1,N,26.01.15,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-29,2265.0
143,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,62200,28,11,2025,중개거래,"서울 강북구, 서울 성북구",59.98,20,1353,1,N,26.01.06,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-28,3428.0
304,두산위브트레지움,11305-4255,0811,0000,2011,개인,,,83500,24,11,2025,중개거래,서울 강북구,84.97,2,811,1,N,26.02.06,삼양로27길,00080,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-11-24,3249.0
101,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,88700,28,11,2025,중개거래,서울 강북구,84.67,9,1369,1,N,26.01.30,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-11-28,3463.0
103,벽산라이브파크,11305-13,1354,0000,2004,개인,,,55700,27,11,2025,중개거래,서울 강북구,59.67,12,1354,1,N,26.02.13,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-27,3086.0
113,주공1단지,11305-24,0242,0000,1991,개인,,,54000,19,11,2025,중개거래,서울 강북구,49.94,1,242,1,N,26.01.14,한천로105길,00023,00000,4124549,01,11305,0,11305,개인,10200,번동,11305,2025-11-19,3575.0
132,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,64000,27,11,2025,중개거래,서울 강북구,59.98,5,1353,1,N,26.02.03,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-27,3527.0
116,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,70900,26,11,2025,중개거래,서울 강북구,84.92,9,1353,1,N,26.02.26,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-26,2760.0
,북한산굿모닝,11305-59,0175,0000,2003,개인,,,38500,26,11,2025,중개거래,서울 강북구,77.71,2,175,1,N,26.02.06,삼양로171길,00021,00000,4124214,01,11305,0,11305,개인,10400,우이동,11305,2025-11-26,1638.0
124,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,69800,22,11,2025,중개거래,서울 강북구,84.92,12,1353,1,N,26.01.30,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-22,2717.0
208,삼성래미안트리베라2단지,11305-4129,0812,0000,2010,개인,,,108000,26,11,2025,중개거래,서울 강북구,113.89,14,812,1,N,26.02.24,삼양로27길,00019,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-11-26,3135.0
202,삼성래미안트리베라2단지,11305-4129,0812,0000,2010,개인,,,82500,26,11,2025,중개거래,서울 강북구,59.38,6,812,1,N,26.02.24,삼양로27길,00019,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-11-26,4593.0
수유역푸르지오시티,푸르지오시티,11305-4711,0160,0003,2014,개인,,,12800,24,11,2025,중개거래,서울 강북구,18.6479,4,160-3,1,N,25.12.10,도봉로,00290,00000,3005039,01,11305,0,11305,개인,10100,미아동,11305,2025-11-24,2269.0
201,삼성래미안트리베라2단지,11305-4129,0812,0000,2010,개인,,,77500,25,11,2025,중개거래,서울 강북구,59.33,6,812,1,N,26.01.20,삼양로27길,00019,00000,4124230,01,11305,0,11305,개인,10100,미아동,11305,2025-11-25,4318.0
,훼밀리,11305-49,0519,0010,2003,개인,,,17000,18,11,2025,중개거래,서울 강북구,45.71,5,519-10,1,N,25.12.09,인수봉로61길,00038,00008,4124517,01,11305,0,11305,개인,10300,수유동,11305,2025-11-18,1229.0
,벽산라이브파크,11305-13,1354,0000,2004,개인,25.12.03,O,65500,19,11,2025,중개거래,서울 강북구,84.89,16,1354,1,N,,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-19,2551.0
9,수유벽산1차,11305-33,0205,0000,1993,개인,,,54000,25,11,2025,중개거래,서울 강북구,63.78,7,205,1,N,26.02.06,삼각산로,00143,00001,3108001,01,11305,0,11305,개인,10300,수유동,11305,2025-11-25,2799.0
112,삼각산아이원,11305-46,1357,0000,2003,개인,,,70000,25,11,2025,중개거래,서울 강북구,84.705,15,1357,1,N,26.01.15,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-25,2732.0
102,현대성우,11305-5,0561,0002,1998,개인,,,58800,25,11,2025,중개거래,서울 강북구,84.92,2,561-2,1,N,26.01.27,삼양로24길,00019,00000,4124229,01,11305,0,11305,개인,10100,미아동,11305,2025-11-25,2289.0
101,신원,11305-20,0204,0000,2000,개인,,,53800,24,11,2025,중개거래,서울 강북구,84.6,14,204,1,N,26.01.15,월계로37길,00087,00009,4124462,01,11305,0,11305,개인,10200,번동,11305,2025-11-24,2102.0
,번동솔그린,11305-21,0136,0000,1999,개인,,,43000,20,11,2025,중개거래,서울 강북구,59.82,9,136,1,N,,한천로109길,00083,00000,4124551,01,11305,0,11305,개인,10200,번동,11305,2025-11-20,2376.0
101,한진,11305-27,0658,0000,2000,개인,,,46500,24,11,2025,중개거래,서울 강북구,58.65,16,658,1,N,26.01.15,월계로37길,00065,00000,4124462,01,11305,0,11305,개인,10200,번동,11305,2025-11-24,2621.0
108,꿈의숲해링턴플레이스,11305-5365,1369,0000,2019,개인,,,82000,24,11,2025,중개거래,서울 강북구,59.36,7,1369,1,N,26.02.27,오현로,00045,00000,3108004,01,11305,0,11305,개인,10100,미아동,11305,2025-11-24,4567.0
134,에스케이북한산시티,11305-6,1353,0000,2004,개인,,,62100,22,11,2025,중개거래,서울 강북구,59.98,16,1353,1,N,26.01.30,솔샘로,00174,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-22,3423.0
105,래미안수유,11305-35,0730,0000,2001,개인,,,73000,22,11,2025,중개거래,서울 강북구,84.993,7,730,1,N,25.12.29,한천로159길,00008,00000,4124582,01,11305,0,11305,개인,10300,수유동,11305,2025-11-22,2839.0
7,수유벽산1차,11305-33,0205,0000,1993,개인,,,70000,24,11,2025,중개거래,서울 강북구,122.58,13,205,1,N,26.03.20,삼각산로,00143,00001,3108001,01,11305,0,11305,개인,10300,수유동,11305,2025-11-24,1888.0
101,삼각산아이원,11305-46,1357,0000,2003,개인,,,71000,22,11,2025,중개거래,"서울 강북구, 서울 성북구",84.705,5,1357,1,N,26.03.03,삼양로19길,00113,00000,4124223,01,11305,0,11305,개인,10100,미아동,11305,2025-11-22,2771.0
,수유다우아트리체,11305-5308,0279,0074,2018,개인,,,13000,21,11,2025,중개거래,서울 강북구,14.86,4,279-74,1,N,25.12.23,한천로,01174,00000,3005038,00,11305,0,11305,개인,10300,수유동,11305,2025-11-21,2892.0
101,번동금호어울림,11305-15,0656,0000,1998,개인,,,42000,10,11,2025,중개거래,서울 강북구,59.43,9,656,1,N,25.12.29,오현로31길,00085,00007,4124443,01,11305,0,11305,개인,10200,번동,11305,2025-11-10,2336.0
107,벽산라이브파크,11305-13,1354,0000,2004,개인,,,58700,18,11,2025,중개거래,서울 강북구,59.67,24,1354,1,N,25.12.31,솔샘로,00159,00000,3005042,01,11305,0,11305,개인,10100,미아동,11305,2025-11-18,3252.0
102,한솔솔파크,11305-157,0138,0000,2005,개인,,,63000,20,11,2025,중개거래,서울 강북구,84.88,12,138,1,N,25.12.23,오현로,00180,00000,3108004,02,11305,0,11305,개인,10200,번동,11305,2025-11-20,2454.0
